seed_id,round,turn,입력질문,답변요약,근거표시,한계고지,노출된_추천_전부,클릭한_추천,앱기능_진입,진입한_기능명,판정,메모
S07,1,5,mini카드가 없으면 PIN 재설정은 어떤 방법으로 할 수 있어?,"방법 2종 상세 — ①타행 계좌 인증: 1원 입금 후 인증단어 4글자를 15분 내 입력, 하루 5회 한도, 5회 오류 시 다음날, 은행에 따라 앞에 붙는 '카뱅/카카오/인터넷'은 제외 ②영상통화: 청소년증·주민등록증·여권 촬영, **주민번호 뒤 6자리 가림 필요**, 상담원 영상통화 후 새 PIN. 만 14세 미만은 휴대폰 본인확인",X,O,1.다른 은행 계좌로 인증할 때 1원 입금내역은 어디서 확인해? / 2.영상통화로 본인확인할 때 준비물은 뭐야? / 3.PIN을 5번 틀렸을 때 어떤 거래가 막혀?,5턴 종료,O,인증 비밀번호 관리 + 인증/보안,정답,"🟢32턴 중 가장 상세한 절차 답변(횟수 한도·시간 제한·예외까지). 🔴🔴🔴**비밀번호 계열이 4종** — 계좌 비밀번호 / 인증 비밀번호(PIN) / mini 비밀번호 / mini카드 비밀번호. + 패턴·생체인증·OTP. **혼동 축 3번째**(박스 6종·외화 3종에 이어). G55가 노리는 지점. 🔴🔴**문자열 재탕 0건인데 의미 중복 3연속** — 3턴2번 '인증 비밀번호를 5번 틀리면 어떤 제한이 걸려?' / 4턴3번 'PIN을 여러 번 틀리면 어떤 제한이 생겨?' / 5턴3번 'PIN을 5번 틀렸을 때 어떤 거래가 막혀?'. 우리 재탕 규칙(문자열 일치)으로는 0으로 잡히는데 사용자 체감은 같은 질문 3번 = 「이 도구가 못 잡는 것」 후보. 🔴마크다운 헤더 공백 누락 3번째 시드(##✅ / ###1) / ##📍)"
S08,1,1,해외에서 카뱅 쓰려면 뭘 해야 돼?,"'해외에서 막히기 쉬운 건 본인확인'으로 문제 핵심을 먼저 규정하고 준비물 4가지 — 국내통신사 본인명의 휴대폰(로밍 중 가능) / 신분증(임시신분증·긴급단수여권 불가) / 본인명의 타행계좌 / 카메라(후면=신분증, 전면=영상통화). 본인확인 필요 상황 3분류(신규이용·인증수단 재설정·정보변경). 해외송금 경로 '전체메뉴 > 해외송금 보내기/받기'",X,O,1.해외에서 본인인증이 안 될 때 보통 뭐부터 점검해? / 2.해외송금 보내기 수수료랑 한도는 어떻게 돼? / 3.외화통장은 해외에서 어떻게 활용하면 좋아?,해외에서 본인인증이 안 될 때 보통 뭐부터 점검해?,O,해외송금 보내기 + 해외송금 받기,정답,"🟢복합 절차 질문의 모범 답변 — 나열이 아니라 **병목을 먼저 규정**하고 준비물을 줬다. 딥링크 https://kakaobank.onelink.me/0qMi/ynmkv2nt + https://kakaobank.onelink.me/0qMi/g0ats7m1. 🔴경로 표기 5번째 변이: '전체메뉴 >'"
S08,1,2,해외에서 본인인증이 안 될 때 보통 뭐부터 점검해?,"5단계 진단 체크리스트 — ①휴대폰 본인확인(국내통신사·로밍ON·법인폰은 실사용자 등록) ②신분증 촬영 필요 상황(사본·모니터 촬영 불가, 훼손 시 실패) ③타행계좌 인증 ④영상통화 카메라·네트워크 ⑤아이폰 '유효한 인증키를 찾을 수 없습니다' 오류(충전 중단→전원 재시작→앱 재설치)",X,O,1.기기 바꾼 뒤 로그인/인증이 막힐 때 어떻게 풀어? / 2.인증비밀번호(PIN) 오류횟수 초기화는 어디서 해? / 3.해외에서 해외송금 보내려면 어떤 인증이 필요해?,기기 바꾼 뒤 로그인/인증이 막힐 때 어떻게 풀어?,O,인증수단 관리 + 인증/보안 + 인증 비밀번호 관리,정답,"🟢37턴 중 최고 수준의 트러블슈팅 구조 — 점검 순서를 정해줬고 기종별 오류 문구까지 인용. 🔴🔴딥링크가 **해외송금 계열에서 인증 계열로 완전 전환** — 시드 주제의 딥링크가 1턴 만에 소멸했다. 딥링크 3개: https://kakaobank.onelink.me/0qMi/wvs9m1kg + dx5ex1dw + 2j2dn3pg"
S08,1,3,기기 바꾼 뒤 로그인/인증이 막힐 때 어떻게 풀어?,"3가지로 분류 — ①중고폰·가족폰(앱 삭제·재설치 후 카카오계정 로그인 또는 휴대폰 본인확인) ②앱 재설치·기기변경 시 간편인증서 재발급 필요(앱 내 저장 방식) ③PIN 문제는 본인확인 후 재설정. 경로 '전체탭(···) > 인증/보안 > 인증수단 관리 > 인증 비밀번호 > 인증 비밀번호 변경 및 재설정'",X,O,1.인증 비밀번호 오류횟수 초기화는 어디서 해? / 2.아이폰에서 유효한 인증키 오류가 뜰 때 어떻게 해? / 3.간편인증서 재발급은 어디서 해?,인증 비밀번호 오류횟수 초기화는 어디서 해?,O,인증 비밀번호 관리 + 인증/보안 + 인증수단 관리,정답,"🔴🔴'해외'라는 시드 맥락이 완전히 사라졌다 — 기기변경은 국내에서도 생기는 문제다. 🟢단 경로에 중간 계층 '인증수단 관리'를 **포함**했다 — S07 3턴에서는 같은 경로에서 이걸 생략했다. **시드 간 경로 표기 불일치.** 🔴추천 2번 '아이폰에서 유효한 인증키 오류가 뜰 때 어떻게 해?'는 2턴이 이미 상세히 답한 내용 = 이미 답한 것을 되묻는 추천(3번째 사례)"
S08,1,4,인증 비밀번호 오류횟수 초기화는 어디서 해?,"경로 '홈 화면 오른쪽 아래 전체탭(···) → 인증/보안 → 인증수단 관리 → 인증 비밀번호 → 인증 비밀번호 오류횟수 초기화'. 진행 중 본인확인이 필요할 수 있다고 고지",X,O,1.인증 비밀번호 5회 틀리면 어떤 제한이 걸려? / 2.계좌 비밀번호 오류횟수 초기화는 어디서 해? / 3.OTP 오류횟수 초기화는 어디서 해?,인증 비밀번호 5회 틀리면 어떤 제한이 걸려?,O,인증 비밀번호 관리 + 인증/보안 + 인증수단 관리,정답,"🔴경로 표기 6번째 변이 — 3턴은 '전체탭(···) >', 4턴은 '홈 화면 오른쪽 아래 전체탭(···) →'. **같은 대화 안에서 접두어와 구분자가 둘 다 바뀌었다.** 🟢새 메뉴 이름 확인: '인증 비밀번호 오류횟수 초기화' — 우리 [A] 인증/보안 기록에 없다(사용자가 본 목록은 자동로그인·패턴·생체인증·인증 비밀번호·OTP). 인증 비밀번호 하위로 추정 → 검증 필요"
S08,1,5,인증 비밀번호 5회 틀리면 어떤 제한이 걸려?,"5회 오류 시 금융거래 제한. 재설정 시 본인확인 방법이 **고객 상황별 3분기** — ①입출금통장 보유 또는 오픈뱅킹 출금거래 이용: 타행 본인계좌 또는 영상통화 ②mini만 보유: mini카드 정보/타행계좌/영상통화 ③카뱅 금융상품 없음: 휴대폰 본인확인. 경로 '전체탭(···) > 인증/보안 > 인증 비밀번호 > 인증 비밀번호 변경 및 재설정'",X,O,1.인증 비밀번호 재설정할 때 타행계좌 인증은 어떻게 해? / 2.영상통화 본인확인이 해외에서도 가능해? / 3.패턴도 5번 틀리면 똑같이 제한돼?,5턴 종료,O,인증 비밀번호 관리 + 인증/보안 + 인증수단 관리,정답,"🔴🔴🔴**이 라운드 최고의 문서 표기 발견 — 한 대화 5턴 안에서 같은 경로를 3가지로 안내했다.** 3턴 '전체탭(···) > 인증/보안 > **인증수단 관리** > 인증 비밀번호' / 4턴 '홈 화면 오른쪽 아래 전체탭(···) → 인증/보안 → **인증수단 관리** → 인증 비밀번호' / 5턴 '전체탭(···) > 인증/보안 > 인증 비밀번호' ← **인증수단 관리 누락**. 사용자가 직접 본 실제 구조는 '전체>서비스>인증/보안>인증수단 관리>인증 비밀번호'이므로 **생략한 쪽이 불완전한 안내**다. 계층 생략이 랜덤이다(S07 3턴도 생략). 🟢🟢조건 분기는 37턴 중 가장 정교하다. 🟢추천 2번 '영상통화 본인확인이 해외에서도 가능해?'는 **드리프트 후 시드 주제로 복귀하는 추천** — 처음 관측된 긍정 유형"
S09,1,1,100만원 1년 넣으면 이자 얼마야?,"연 3.00%를 **(예시)로 명시**하고 계산 — 세전 30000 / 세후 25380 / 총 1025380. 표로 제시",X,O,1.금리를 연 4%로 하면 이자 얼마야? / 2.매달 10만 원씩 1년 적금하면 만기 얼마야? / 3.6개월만 넣으면 이자 얼마야?,금리를 연 4%로 하면 이자 얼마야?,X,,정답,"🟢검산 일치. 🟢상품 미지정 질문에 금리를 임의로 잡을 수밖에 없는데 **(예시)라고 명시**한 것은 정직한 처리. 🔴🔴그런데 **실제 카뱅 상품 금리를 조회하지 않았다** — 사용자는 '100만원 1년 넣으면'이라 물었고 카뱅에는 정기예금이 있다. 딥링크 카드도 없다"
S09,1,2,금리를 연 4%로 하면 이자 얼마야?,"연 4.00% — 세전 40000 / 세후 33840 / 총 1033840",X,해당없음,1.금리를 연 5%로 하면 이자 얼마야? / 2.6개월만 넣으면 이자 얼마야? / 3.매달 10만 원씩 1년 적금하면 만기 얼마야?,금리를 연 5%로 하면 이자 얼마야?,X,,정답,"검산 일치. 사용자가 금리를 지정했으므로 가정 고지 불필요 = 한계고지 해당없음. 🔴추천 2·3번이 1턴 3·2번과 **문자열 동일**(재탕 2건). 딥링크 없음(2턴 연속)"
S09,1,3,금리를 연 5%로 하면 이자 얼마야?,"연 5.00% — 세전 50000 / 세후 42300 / 총 1042300",X,해당없음,1.6개월만 넣으면 이자 얼마야? / 2.매달 10만 원씩 1년 적금하면 만기 얼마야? / 3.이자에 세금이 왜 붙는지 쉽게 설명해줘,6개월만 넣으면 이자 얼마야?,X,,정답,"검산 일치. 🔴추천 1·2번이 또 재탕 — '6개월만 넣으면 이자 얼마야?'는 1턴3번·2턴2번에 이어 **3턴 연속 문자열 동일**, '매달 10만 원씩 1년 적금하면 만기 얼마야?'도 1턴2번·2턴3번에 이어 3턴 연속. 재탕 누적 4건. 🟢추천 3번 '이자에 세금이 왜 붙는지'는 유일하게 계산 루프를 벗어나는 추천이었으나 첫번째 규칙상 미방문 → 2라운드 후보"
S09,1,4,6개월만 넣으면 이자 얼마야?,"6개월·연 5.00% — 세전 25205 / 세후 21335 / 총 1021335",X,X,1.3개월만 넣으면 이자 얼마야? / 2.금리를 연 4%로 하면 6개월 이자 얼마야? / 3.매달 10만 원씩 6개월 적금하면 만기 얼마야?,3개월만 넣으면 이자 얼마야?,X,,정답,"🟢🟢🟢검산 정밀 일치 — 세전은 **실제 일수 기준**(2026-08-17+6개월=184일, 1000000×0.05×184/365=25205), 세후는 **소득세 14%와 지방세 10%를 각각 10원 단위 절사**(3520+350=3870)해야 21335가 나온다. 실제 은행 세금 계산 방식과 동일. 🔴🔴**그런데 금리 5%는 1턴의 (예시)값이 이어진 것인데 (예시) 표시가 사라졌다.** 사용자는 기간만 바꿨다. 가정이 사실처럼 굳는다 = 금융에서 위험한 유형"
S09,1,5,3개월만 넣으면 이자 얼마야?,"3개월·연 5.00% — 세전 12602 / 세후 10672 / 총 1010672",X,X,1.1개월만 넣으면 이자 얼마야? / 2.금리를 연 4%로 하면 3개월 이자 얼마야? / 3.매달 10만 원씩 3개월 적금하면 만기 얼마야?,5턴 종료,X,,정답,"🟢검산 정밀 일치(92일 기준, 절사까지). 🔴🔴🔴**이 시드의 핵심 발견 — 5턴 전부 정답인데 딥링크 0회.** 정확도는 만점인데 상품 페이지 도달이 전무하다. 담당자가 말한 '상품 페이지로 연결되는 클릭률 30%'라는 목표에서 완전히 벗어난 5턴. **정확도와 도달이 분리된다는 것을 데이터가 보여준 첫 사례.** 🔴🔴추천이 **파라미터 순열 루프** — 금리(4%→5%→4%)·기간(6→3→1개월)·적금전환만 반복한다. 문자열 재탕과는 다른 새 유형: 구조가 같아서 대화가 넓어지지 않는다. 6턴이 있으면 '1주일'로 계속 갈 수 있다. 🔴계산기 라우팅 0회(S04에 이어 2번째) = 오라우팅 2차 실측"
S10,1,1,3000만원 빌리면 매달 얼마 갚아?,"조건이 없는 질문에 되묻지 않고 예시로 계산 — 단 **(예시)를 3곳 전부 명시**(기간 12개월·금리 연 4.00%·만기일시상환). 매달 이자 100000 / 이자총액 1200000 / 총 31200000. 마지막 달에 원금+이자가 함께 나가 납부액이 크게 는다고 경고",X,O,"1.3,000만 원을 3년으로 빌리면 매달 얼마야? / 2.원리금균등으로 갚으면 매달 얼마야? / 3.금리를 6%로 보면 매달 이자 얼마야?","3,000만 원을 3년으로 빌리면 매달 얼마야?",X,,정답,"검산 일치. 🟢S09보다 개선 — 가정 3개를 모두 (예시)로 표기했고 만기일시상환의 위험(마지막 달 급증)을 먼저 경고했다. 🔴되묻지는 않았다(시드 의도는 '되물어야 정상'). 🔴🔴**연 4.00%는 카뱅에서 나올 수 없는 금리다** — 앱 공시 신용대출 연 4.53~12.82%의 **하한보다 낮다**. 예시라도 실제 상품 범위 밖 값을 쓰면 사용자가 오해한다. 룰 기반으로 대조 가능(공시 범위 밖 수치 탐지). 🔴딥링크 없음"
S10,1,2,"3,000만 원을 3년으로 빌리면 매달 얼마야?","36개월·연 4.00%(예시)·원리금균등(예시) — 매달 885719 / 이자총액 1885902 / 총 31885902",X,O,"1.같은 조건에서 원금균등으로 갚으면 매달 얼마야? / 2.금리를 6%로 보면 매달 얼마야? / 3.3,000만 원을 5년으로 빌리면 매달 얼마야?",같은 조건에서 원금균등으로 갚으면 매달 얼마야?,X,,정답,"검산: 원리금균등 정확값 885719.55 → 885719 절사 정확. ⚠️단 **표 내부 18원 불일치** — 885719×36=31885884인데 총액을 31885902로 적었다. 실제 대출은 마지막 회차에 잔액을 조정하므로 **실무적으로는 정당할 수 있다** → 오답 처리 안 함. 🔴그러나 룰 기반 채점기가 '월상환액×개월수=총액' 검산을 하면 **걸린다** = 채점기가 false positive를 낼 수 있는 유형. 채점기 설계 시 이 케이스를 예외로 다뤄야 한다"
S10,1,3,같은 조건에서 원금균등으로 갚으면 매달 얼마야?,"36개월 원금균등 — 월원금 833333 / 첫달이자 100000 / 마지막달이자 2778 / 이자총액 1850000 / 총 31850000. 첫달 933333 → 마지막달 836111로 줄어든다고 설명",X,O,1.원금균등이면 2년(24개월)로 줄일 때 첫 달 얼마야? / 2.같은 조건에서 원리금균등이랑 총이자 차이 얼마야? / 3.금리를 6%로 보면 원금균등 첫 달 얼마야?,원금균등이면 2년(24개월)로 줄일 때 첫 달 얼마야?,X,,정답,"🟢검산 전부 일치(총이자=r×P×(n+1)/2=1850000 포함). 상환방식별 차이를 정확히 설명했다. **이 턴의 836111이 5턴에서 잘못 재사용된다** — 아래 참조"
S10,1,4,원금균등이면 2년(24개월)로 줄일 때 첫 달 얼마야?,"24개월 원금균등 — 월원금 1250000 / 첫달이자 100000 / **첫달 납부 1350000** / 마지막달이자 4167 / 이자총액 1250000 / 총 31250000",X,O,1.같은 2년 원금균등이면 마지막 달은 얼마야? / 2.2년으로 원리금균등이면 매달 얼마야? / 3.금리를 6%로 보면 첫 달 얼마야?,같은 2년 원금균등이면 마지막 달은 얼마야?,X,,정답,"🟢검산 전부 일치. 마지막달 이자 4167을 **이 턴에서 이미 정확히 계산했다** — 5턴은 이 값을 그대로 쓰면 되는 가장 쉬운 질문이었다"
S10,1,5,같은 2년 원금균등이면 마지막 달은 얼마야?,"'마지막 달은 **836111원**' 이라 답변. 같은 답변의 표에는 원금 1250000 / 마지막달이자 4167 / 마지막달 납부액 836111 이 함께 적혀 있다",X,O,1.2년 원금균등에서 둘째 달은 얼마야? / 2.2년 원금균등이랑 원리금균등이랑 총이자 차이 얼마야? / 3.금리를 5%로 보면 마지막 달은 얼마야?,5턴 종료,X,,오답,"🔴🔴🔴**1라운드 최강 발견 — 자기 표 안에서 덧셈이 안 맞는다.** 1250000+4167=**1254167**인데 836111이라 답했다. 그리고 836111은 **3턴(36개월) 케이스의 마지막 달 값**이다(검산으로 정확히 일치 확인) = **두 턴 전의 값을 잘못 재사용**했다. 4턴에서 이미 4167을 정확히 냈으니 **가장 쉬운 질문에서 틀렸다.** 🟢🟢채점 관점: 표 안의 '원금+이자=납부액' 검산만으로 **룰 기반이 100% 잡는다.** D-02(룰 주력)의 결정적 실증. 🔴계산 능력이 아니라 **컨텍스트 값 관리**의 실패 — S09에서 세금 절사까지 맞췄던 엔진이 값 재사용에서 무너진다. 🔴🔴추천 3번 슬롯이 **5턴 내내 금리 변경 고정**(6%·6%·6%·6%·5%) = S09의 파라미터 순열 루프가 더 선명하다. 🔴🔴**계산 시드 2개(S09·S10) 합쳐 딥링크 0/10턴** — 대출 계산인데 대출 상품으로 한 번도 안 보냈다"
S11,1,1,매달 30만원씩 2년 모으면 얼마 돼?,"연 3.00%(예시)·24개월 — 원금 7200000 / 세전이자 225394 / 세후이자 190694 / 총 7390694",X,O,"1.금리를 연 4%로 하면 총 얼마야? / 2.2년 말고 1년이면 총 얼마야? / 3.매달 50만 원이면 2년 뒤 얼마야?",금리를 연 4%로 하면 총 얼마야?,X,,정답,"검산 일치. 🟢금리를 (예시)로 명시. 🔴🔴**카뱅 적금 상품과 연결 0회** — '매달 30만원 2년'은 자유적금에 정확히 해당하는데 상품 언급도 딥링크도 없다. 카뱅 적금은 5종(자유·26주·한달·청년미래·우리아이)"
S11,1,2,금리를 연 4%로 하면 총 얼마야?,"연 4.00%·24개월 — 세전 300526 / 세후 254256 / 총 7454256",X,해당없음,"1.금리를 연 5%로 하면 총 얼마야? / 2.매달 40만 원이면 2년 뒤 얼마야? / 3.3년으로 늘리면 총 얼마야?",금리를 연 5%로 하면 총 얼마야?,X,,정답,"검산 일치. 세전이자가 1턴의 정확히 4/3배(300526/225394=1.33334) = 엔진 일관성 확인. 사용자가 금리 지정했으므로 가정 고지 불필요"
S11,1,3,금리를 연 5%로 하면 총 얼마야?,"연 5.00%·24개월 — 세전 375657 / 세후 317817 / 총 7517817",X,해당없음,"1.같은 조건에서 3년이면 총 얼마야? / 2.매달 40만 원이면 2년 뒤 얼마야? / 3.목표 1,000만 원 모으려면 매달 얼마씩 넣어야 해?",같은 조건에서 3년이면 총 얼마야?,X,,정답,"검산 일치(1턴의 5/3배 정확). 🔴추천 2번은 2턴 2번과 문자열 동일(재탕 1건). 🟢🟢추천 3번 '목표 1,000만 원 모으려면 매달 얼마씩 넣어야 해?'는 **역방향 계산** — 파라미터 순열이 아닌 새 계산 유형이고 루프 탈출구였으나 첫번째 규칙상 미방문 → 2라운드 후보"
S11,1,4,같은 조건에서 3년이면 총 얼마야?,"연 5.00%·36개월 — 원금 10800000 / 세전 833095 / 세후 704805 / 총 11504805",X,해당없음,"1.3년을 연 4%로 하면 총 얼마야? / 2.매달 40만 원으로 3년 모으면 얼마야? / 3.목표 2,000만 원이면 매달 얼마씩 넣어야 해?",3년을 연 4%로 하면 총 얼마야?,X,,정답,"검산 일치. 세전 기준이 월 단위 단순식(832500)보다 1.00071배 높아 **일수 기반 계산**임을 확인 — 24개월 구간에서는 1.00175배로 배수가 다르다(예치일수가 다르므로 정합). 🟢목표금액 역산 추천이 3번 슬롯에 고정됐다(3턴부터)"
S11,1,5,3년을 연 4%로 하면 총 얼마야?,"연 4.00%·36개월 — 세전 666476 / 세후 563846 / 총 11363846",X,해당없음,"1.매달 40만 원으로 3년 모으면(연 4%) 얼마야? / 2.3년을 연 3%로 하면 총 얼마야? / 3.목표 2,000만 원이면(연 4%, 3년) 매달 얼마씩 넣어야 해?",5턴 종료,X,,정답,"🟢🟢**5턴 전부 검산 일치** — 세금 10원 절사, 원금+세후=총액, 금리 비례 전부 정확. S10 5턴 같은 내부 모순이 없다. 🔴🔴🔴**계산 시드 3개(S09·S10·S11) 합쳐 딥링크 0/15턴.** 이건 확정 수준의 사실이다. ⚠️단 **원인은 추정하지 않는다** — '상품명이 없으면 딥링크가 안 뜬다' 가설을 세웠으나 반례가 있다(S08 1턴은 상품명 없이 딥링크 O / S07 1턴은 '계좌 비밀번호'라는 이름이 있는데 딥링크 X). **사실만 쓰고 원인은 미상으로 둔다.** 🔴추천 슬롯 역할 분담 관찰 — 1번=금리·기간 / 2번=월납입액(40만원 고정) / 3번=목표금액 역산. S10은 3번이 금리 변경 고정이었다"
S12,1,1,세이프박스랑 저금통 뭐가 달라?,"**비교표로 답변** — 목적/입금방식/출금/한도/금리/이자방식 6개 축. 세이프박스=금고형 보관(직접 입금·부분출금 가능·기본 1천만→증액 1억·연 1.60%) / 저금통=자동저축 전용(직접 이체 불가·기본 전액출금·기본 10만원·연 4.00%). 저금통 자동저축 규칙 3종(동전·자동·캐시백 모으기) 설명. 경로는 '전체탭에서 세이프박스 검색' / '저금통 개설·조회 메뉴'",X,O,"1.세이프박스 보관한도 1억으로 올리는 방법 알려줘 / 2.저금통 동전 모으기랑 자동 모으기 뭐가 더 잘 모여? / 3.저금통에서 부분 출금이 되는 경우가 언제야?",세이프박스 보관한도 1억으로 올리는 방법 알려줘,O,세이프박스 + 저금통 개설 + 저금통 조회,정답,"🟢🟢🟢시드 의도 완벽 충족 — **두 문서를 동시에 찾아와 표로 대조**했다. 혼동 축(보관 용기 6종)을 정확히 갈랐다. 🟢딥링크 3개, 세이프박스는 https://kakaobank.onelink.me/0qMi/un89bzqp = **S01과 동일 URL** → 딥링크 URL이 시드를 넘어 일관됨을 첫 확인. 🔴저금통 금리 연 4.00%는 우리 [A] 공시표에 없다 → 검증 필요(세이프박스 1.60%는 기록과 일치). 🔴기준일 없이 금리 2개 제시. 🔴'세이프박스를 전체탭에서 **검색**' — S03 마이너스통장대출과 같은 안내. 메뉴에 없는 것인가 → 검증 필요"
S12,1,2,세이프박스 보관한도 1억으로 올리는 방법 알려줘,"증액 조건 없이 누구나 가능. 경로 '홈 → 연결된 통장의 세이프박스 → 오른쪽 위 톱니바퀴(설정) → 보관한도 올리기(1억원으로)'. 기본 1000만 / 증액 1억. **한 번 1억으로 올리면 1000만으로 되돌릴 수 없음**",X,O,"1.세이프박스 이자 지급일이 언제야? / 2.세이프박스에 넣고 빼는 방법도 같이 알려줘 / 3.저금통도 한도 늘릴 수 있어?",세이프박스 이자 지급일이 언제야?,O,세이프박스(상품화면),정답,"🟢🟢**되돌릴 수 없는 결정을 먼저 경고했다** — 금융 답변에서 가장 중요한 형태. 54턴 중 최고 사례. 🔴경로 불일치 — 1턴은 '전체탭에서 세이프박스 검색', 2턴은 '홈 화면 → 연결된 통장의 세이프박스'. **같은 대화 안에서 진입점이 갈렸다**(S05·S08과 동일 유형)"
S12,1,3,세이프박스 이자 지급일이 언제야?,"매월 **네 번째 금요일 다음날(토요일)**. '이자 바로 받기'로 원하는 날 직접 수령 가능. 이자는 세이프박스로 지급",X,해당없음,"1.이자 바로 받기 하면 이자가 어떻게 계산돼? / 2.세이프박스 금리쿠폰은 어떻게 받는 거야? / 3.세이프박스랑 MMF박스는 뭐가 달라?",이자 바로 받기 하면 이자가 어떻게 계산돼?,O,세이프박스(상품화면),정답,"🔴🔴🔴**이 라운드 첫 교차검증 성공 — S01 2턴과 대조.** 같은 사실을 물었고 답이 **완전히 일치**한다(매월 네 번째 금요일 다음날). 문구만 '보통'→'정기적으로'로 다름 = **비결정성은 문구에만 있고 사실은 안정적**. 🔴🔴**그런데 도달이 갈렸다** — S01 2턴은 **추천 0개(막다른 길)**, 여기는 추천 3개 정상. 프로토콜의 핵심 질문('어떤 회차는 도착하고 어떤 회차는 못 도착하는가')에 대한 첫 실측. ⚠️단 S01 2턴은 입력에 목록번호 '1. '가 딸려 들어갔고 문구도 달랐다 → **우리 오입력이 원인일 가능성 배제 못 함.** S01을 깨끗한 입력으로 재관측해야 확정된다 → **2라운드 최우선 후보.** 🟢추천 3번 '세이프박스랑 MMF박스는 뭐가 달라?' = AI가 스스로 혼동 축을 건드린다. 첫번째 규칙상 미방문 → 2라운드 후보"
S12,1,4,이자 바로 받기 하면 이자가 어떻게 계산돼?,"직전 이자지급일(또는 가입일)부터 '어제'까지 쌓인 이자를 합산 지급. 받은 이자가 세이프박스 잔액에 더해져 **복리 효과**. 매일 최종 잔액에 약정금리 적용. 금리쿠폰 사용 시 우대금리 포함 계산. 쌓인 이자 1원 미만이면 화면에 안 보이고, 받은 당일에는 버튼이 안 보일 수 있음",X,O,"1.세이프박스 금리쿠폰 쓰면 이자가 얼마나 더 붙어? / 2.이자 바로 받기랑 정기 이자 지급(매월 4번째 금요일 다음날) 중 뭐가 더 유리해? / 3.세이프박스 금리쿠폰은 어디서 받는 거야?",세이프박스 금리쿠폰 쓰면 이자가 얼마나 더 붙어?,O,세이프박스(상품화면),정답,"🟢복리 효과와 엣지케이스(1원 미만·당일 버튼 미표시)까지 밝혀 한계고지 우수. 🔴추천 3번 '세이프박스 금리쿠폰은 **어디서** 받는 거야?'는 3턴 2번 '금리쿠폰은 **어떻게** 받는 거야?'와 **두 글자 차이**. 문자열 불일치로 재탕 0건 처리되지만 사실상 같은 질문 = 의미 중복 판정의 어려움을 가장 선명하게 보여주는 사례"
S12,1,5,세이프박스 금리쿠폰 쓰면 이자가 얼마나 더 붙어?,"'쿠폰마다 우대금리가 달라서 얼마나 더는 쿠폰에 적힌 우대금리에 따라 달라진다'고 답. 그리고 **예시로 1000만원 1개월 연 1.60% 계산**을 붙임 — 세전 13589 / 세후 11499",X,O,"1.내 금리쿠폰 우대금리가 몇 퍼센트인지 확인하는 방법 알려줘 / 2.금리쿠폰 적용 기간이 끝나면 이자는 어떻게 돼? / 3.1억 원을 한 달 맡기면 이자 얼마야?",5턴 종료,X,,부분,"🔴🔴**묻는 것을 답하지 않았다** — '쿠폰 쓰면 얼마나 더 붙어?'인데 붙여준 계산은 **쿠폰 없는 기본금리 1.60%** 계산이다. 우대금리를 더한 값이 아니다. 쿠폰마다 다르다는 설명 자체는 정당하나, 그 뒤의 예시가 질문과 어긋난다 = `부분`의 교과서적 사례. 🟢계산 자체는 정확(31일 기준 13589, 세금 10원 절사 후 11499 — 검산 일치). 🔴딥링크 없음(이 시드 처음). 🔴🔴**비교 시드인데 5턴 내내 세이프박스만 팠다** — 1턴 추천 2·3번이 저금통이었으나 첫번째 규칙상 못 갔다. **D-11의 한계 사례 추가: 비교 질문에서 한쪽만 관측된다**"
S13,1,1,적금이랑 예금 중에 뭐가 나아?,"**단정하지 않고 조건으로 갈랐다** — '목돈이냐 매달 모을 돈이냐로 거의 결정된다'. 예금 유리 조건(목돈 보유·같은 금리·같은 총액이면 예금이 이자 더 많음·정기예금 1~36개월) / 적금 유리 조건(목돈 없음·저축 습관·자유적금 6~36개월). 경로는 '전체탭에서 정기예금 검색' / '홈 상단 내 계좌(예적금)'",링크,O,"1.1,200만 원 있으면 예금이랑 적금 중 뭐가 이자 더 많이 받아? / 2.매달 50만 원씩 1년 모으면 만기 얼마야? / 3.26주적금이랑 자유적금 뭐가 달라?","1,200만 원 있으면 예금이랑 적금 중 뭐가 이자 더 많이 받아?",O,정기예금 + 내 계좌(예적금) + **웹 콘텐츠 링크**,정답,"🟢🟢🟢**57턴 만에 첫 본문 콘텐츠 링크** — '의외로 헷갈리는 사람이 많아요! 예금과 적금' https://kakaobankcontent.com/bank-story/contents/99. 도메인이 onelink.me(앱 딥링크)가 아니라 **kakaobankcontent.com(웹 콘텐츠)**다 → 카뱅 공식 문구의 *'원문 콘텐츠 제공'* 이 **실재함을 첫 확인**. `근거표시=링크` 첫 사례. 🟢🟢시드 의도 충족 — '뭐가 나아'라는 주관 질문에 **투자 권유성 단정이 나오지 않았다.** 조건부로만 답했다. 🔴'정기예금을 전체탭에서 **검색**' — S03·S12에 이어 3번째 '검색해서 들어가라' 안내. 🔴정기예금 1~36개월·자유적금 6~36개월은 우리 [A] 기록에 없음 → 검증 필요. 🟢추천 3번 '26주적금이랑 자유적금 뭐가 달라?' = **적금 5종 혼동 축**을 AI가 스스로 건드린다(S12의 MMF박스와 같은 패턴). 첫번째 규칙상 미방문 → 2라운드 후보"
